scenario_id,family,runs,pass,fail,collision,brake,mixed_outcome,first_brake_s_mean,first_brake_s_std,first_brake_s_min,first_brake_s_max,first_brake_s_range,brake_gap_m_mean,brake_gap_m_std,brake_gap_m_min,brake_gap_m_max,brake_gap_m_range,minimum_bumper_gap_m_mean,minimum_bumper_gap_m_std,minimum_bumper_gap_m_min,minimum_bumper_gap_m_max,minimum_bumper_gap_m_range,maximum_deceleration_mps2_mean,maximum_deceleration_mps2_std,maximum_deceleration_mps2_min,maximum_deceleration_mps2_max,maximum_deceleration_mps2_range,maximum_abs_jerk_mps3_mean,maximum_abs_jerk_mps3_std,maximum_abs_jerk_mps3_min,maximum_abs_jerk_mps3_max,maximum_abs_jerk_mps3_range,target_confirmed_rate_pct_mean,target_confirmed_rate_pct_std,target_confirmed_rate_pct_min,target_confirmed_rate_pct_max,target_confirmed_rate_pct_range,radar_target_hazard_match_rate_pct_mean,radar_target_hazard_match_rate_pct_std,radar_target_hazard_match_rate_pct_min,radar_target_hazard_match_rate_pct_max,radar_target_hazard_match_rate_pct_range
ccrm_100_70_gap_60,CCRm,5,5,0,0,5,False,3.95,0.0,3.95,3.95,0.0,27.125,0.017158088471621622,27.113,27.159,0.045999999999999375,21.1578,0.01566397139936092,21.148,21.189,0.04100000000000037,9.8408,0.0003999999999997783,9.84,9.841,0.0009999999999994458,135.418,0.0,135.418,135.418,0.0,52.23,0.0,52.23,52.23,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_100_70_gap_80,CCRm,5,5,0,0,5,False,6.3,0.0,6.3,6.3,0.0,27.509,0.014573949361789993,27.493,27.529,0.036000000000001364,21.4872,0.011855800268223167,21.474,21.502,0.027999999999998693,9.8556,0.0007999999999995566,9.855,9.857,0.0019999999999988916,135.08520000000001,0.40759509319911774,134.586,135.418,0.8319999999999936,51.692,0.18126224096595742,51.47,51.84,0.37000000000000455,100.0,0.0,100.0,100.0,0.0
ccrm_110_80_gap_20,CCRm,5,5,0,0,5,False,0.15,0.0,0.15,0.15,0.0,18.963,0.0,18.963,18.963,0.0,15.012,0.0,15.012,15.012,0.0,9.208,0.0,9.208,9.208,0.0,89.638,0.0,89.638,89.638,0.0,34.29,0.0,34.29,34.29,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_110_80_gap_30,CCRm,5,5,0,0,5,False,0.35,0.0,0.35,0.35,0.0,27.3076,0.017199999999999705,27.299,27.342,0.04299999999999926,16.8434,0.010799999999998987,16.838,16.865,0.02699999999999747,9.125,0.0,9.125,9.125,0.0,194.68,132.132,128.614,458.944,330.33000000000004,45.39,0.0,45.39,45.39,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_110_80_gap_40,CCRm,5,5,0,0,5,False,1.45,0.0,1.45,1.45,0.0,28.1548,0.021821090715177037,28.137,28.183,0.045999999999999375,20.097,0.017584083712267454,20.082,20.12,0.038000000000000256,10.2534,0.0004898979485563641,10.253,10.254,0.0009999999999994458,194.68,132.132,128.614,458.944,330.33000000000004,43.18,0.0,43.18,43.18,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_110_80_gap_50,CCRm,5,5,0,0,5,False,2.51,0.019999999999999928,2.5,2.55,0.04999999999999982,29.2978,0.15140726534747226,28.995,29.375,0.379999999999999,24.298,0.2040029411552682,23.89,24.401,0.5109999999999992,10.2696,0.01730433471705897,10.235,10.279,0.04400000000000048,128.614,0.0,128.614,128.614,0.0,43.2,0.4,43.0,44.0,1.0,100.0,0.0,100.0,100.0,0.0
ccrm_110_80_gap_60,CCRm,5,5,0,0,5,False,3.65,0.0,3.65,3.65,0.0,29.5798,0.007249827584157018,29.572,29.593,0.021000000000000796,23.5274,0.005535341001239411,23.523,23.538,0.015000000000000568,10.3368,0.0003999999999997783,10.336,10.337,0.0009999999999994458,150.5936,43.959199999999996,128.614,238.512,109.898,50.0,0.0,50.0,50.0,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_110_80_gap_80,CCRm,5,5,0,0,5,False,6.15,0.0,6.15,6.15,0.0,28.624200000000002,0.024078205913231565,28.603,28.661,0.05799999999999983,22.5438,0.020922714928994314,22.527,22.575,0.047999999999998266,10.2908,0.0004000000000004889,10.29,10.291,0.0010000000000012221,132.93200000000002,8.636000000000001,128.614,150.204,21.590000000000003,57.35,0.0,57.35,57.35,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_60_30_gap_20,CCRm,5,5,0,0,5,False,0.15,0.0,0.15,0.15,0.0,18.968,0.0,18.968,18.968,0.0,14.169,0.0,14.169,14.169,0.0,8.914,0.0,8.914,8.914,0.0,87.97160000000001,0.0339741077881351,87.93,88.0,0.06999999999999318,20.0,0.0,20.0,20.0,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_60_30_gap_30,CCRm,5,5,0,0,5,False,1.25,0.0,1.25,1.25,0.0,19.8146,0.01670449041425631,19.806,19.848,0.04199999999999804,14.0708,0.011106754701531938,14.065,14.093,0.02800000000000047,9.139,0.0,9.139,9.139,0.0,190.79399999999998,125.964,127.812,442.722,314.90999999999997,35.082,1.0591770390260558,33.79,36.03,2.240000000000002,100.0,0.0,100.0,100.0,0.0
ccrm_60_30_gap_40,CCRm,5,5,0,0,5,False,2.45,0.0,2.45,2.45,0.0,19.8182,0.0014696938456703493,19.817,19.821,0.004000000000001336,14.677200000000001,0.00376297754444531,14.67,14.681,0.010999999999999233,10.254199999999999,0.0004000000000004889,10.254,10.255,0.0010000000000012221,127.812,0.0,127.812,127.812,0.0,43.146,0.9825802766186582,42.59,45.1,2.509999999999998,100.0,0.0,100.0,100.0,0.0
ccrm_60_30_gap_50,CCRm,5,5,0,0,5,False,3.65,0.0,3.65,3.65,0.0,19.8098,0.0014696938456700592,19.808,19.812,0.004000000000001336,14.530999999999999,0.0012649110640674934,14.53,14.533,0.0030000000000001137,10.277,0.0,10.277,10.277,0.0,127.812,0.0,127.812,127.812,0.0,39.89,0.0,39.89,39.89,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_60_30_gap_60,CCRm,5,5,0,0,5,False,4.85,0.0,4.85,4.85,0.0,19.8582,0.02106561178793497,19.841,19.884,0.04299999999999926,14.5676,0.017906423428478743,14.553,14.591,0.03799999999999848,10.277,0.0,10.277,10.277,0.0,127.7824,0.059199999999998455,127.664,127.812,0.14799999999999613,35.022,0.23025203582161818,34.74,35.21,0.46999999999999886,100.0,0.0,100.0,100.0,0.0
ccrm_60_30_gap_80,CCRm,5,5,0,0,5,False,7.3,0.0,7.3,7.3,0.0,19.5136,0.0147864803114194,19.504,19.543,0.038999999999997925,14.3676,0.01379275171965319,14.359,14.395,0.03599999999999959,10.2918,0.0003999999999997783,10.291,10.292,0.0009999999999994458,127.812,0.0,127.812,127.812,0.0,28.96,0.0,28.96,28.96,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_80_50_gap_20,CCRm,5,5,0,0,5,False,0.15,0.0,0.15,0.15,0.0,18.965,0.0,18.965,18.965,0.0,14.447,0.0,14.447,14.447,0.0,9.021,0.0,9.021,9.021,0.0,88.1948,0.04959999999999809,88.17,88.294,0.12399999999999523,26.43,0.0,26.43,26.43,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_80_50_gap_30,CCRm,5,5,0,0,5,False,0.75,0.0,0.75,0.75,0.0,23.9876,0.021555509736492205,23.97,24.014,0.04400000000000048,15.5214,0.012737346662473299,15.511,15.537,0.026000000000001577,8.987,0.0,8.987,8.987,0.0,141.414,0.0,141.414,141.414,0.0,36.84,0.0,36.84,36.84,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_80_50_gap_40,CCRm,5,5,0,0,5,False,1.95,0.0,1.95,1.95,0.0,23.976,0.0010954451150103738,23.974,23.977,0.0030000000000001137,17.5558,0.0019390719429662631,17.553,17.558,0.004999999999999005,10.5604,0.0004898979485563641,10.56,10.561,0.0009999999999994458,146.3596,9.891200000000003,141.414,166.142,24.72800000000001,39.77,0.0,39.77,39.77,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_80_50_gap_50,CCRm,5,5,0,0,5,False,3.1,0.0,3.1,3.1,0.0,24.3496,0.01723484841824848,24.34,24.384,0.04400000000000048,18.3092,0.017792133093027743,18.29,18.343,0.053000000000000824,8.7936,0.000800000000000356,8.793,8.795,0.002000000000000668,141.414,0.0,141.414,141.414,0.0,47.5,0.0,47.5,47.5,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_80_50_gap_60,CCRm,5,5,0,0,5,False,4.3,0.0,4.3,4.3,0.0,24.293200000000002,0.0011661903789690232,24.292,24.295,0.0030000000000001137,18.1992,0.001166190378968901,18.198,18.201,0.0030000000000001137,8.818,0.0,8.818,8.818,0.0,141.414,0.0,141.414,141.414,0.0,49.55,0.0,49.55,49.55,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_80_50_gap_80,CCRm,5,5,0,0,5,False,6.75,0.0,6.75,6.75,0.0,23.948,0.016037456157383938,23.938,23.98,0.04200000000000159,17.9066,0.01374918179383816,17.898,17.934,0.036000000000001364,10.332,0.0,10.332,10.332,0.0,141.414,0.0,141.414,141.414,0.0,40.07,0.0,40.07,40.07,0.0,100.0,0.0,100.0,100.0,0.0
cutin_100_60_gap_25,Cut-in,5,0,5,5,5,False,1.59,0.020000000000000018,1.55,1.6,0.050000000000000044,7.364,0.21500046511577584,7.256,7.794,0.5379999999999994,0.4744,0.0037735924528226232,0.467,0.477,0.009999999999999953,117.8472,7.818876630309497,102.211,121.945,19.733999999999995,2182.4864,161.6511313039287,1859.214,2267.062,407.84799999999996,35.751999999999995,2.124000000000001,34.69,40.0,5.310000000000002,100.0,0.0,100.0,100.0,0.0
cutin_100_60_gap_35,Cut-in,5,5,0,0,5,False,1.75,0.0,1.75,1.75,0.0,15.5596,0.0012000000000000454,15.559,15.562,0.0030000000000001137,7.6562,0.012639620247459831,7.631,7.664,0.032999999999999474,11.3956,0.0017435595774159959,11.394,11.399,0.004999999999999005,135.418,0.0,135.418,135.418,0.0,30.434,0.9879999999999981,29.94,32.41,2.4699999999999953,100.0,0.0,100.0,100.0,0.0
cutin_100_60_gap_45,Cut-in,5,5,0,0,5,False,1.8,0.0,1.8,1.8,0.0,24.9964,0.009707728879609372,24.977,25.002,0.02499999999999858,16.7856,0.008309031231136903,16.769,16.79,0.021000000000000796,11.27,0.0,11.27,11.27,0.0,135.418,0.0,135.418,135.418,0.0,23.189999999999998,0.22000000000000028,23.08,23.63,0.5500000000000007,100.0,0.0,100.0,100.0,0.0
