scenario_id,family,runs,pass,fail,collision,brake,mixed_outcome,first_brake_s_mean,first_brake_s_std,first_brake_s_min,first_brake_s_max,first_brake_s_range,brake_gap_m_mean,brake_gap_m_std,brake_gap_m_min,brake_gap_m_max,brake_gap_m_range,minimum_bumper_gap_m_mean,minimum_bumper_gap_m_std,minimum_bumper_gap_m_min,minimum_bumper_gap_m_max,minimum_bumper_gap_m_range,maximum_deceleration_mps2_mean,maximum_deceleration_mps2_std,maximum_deceleration_mps2_min,maximum_deceleration_mps2_max,maximum_deceleration_mps2_range,maximum_abs_jerk_mps3_mean,maximum_abs_jerk_mps3_std,maximum_abs_jerk_mps3_min,maximum_abs_jerk_mps3_max,maximum_abs_jerk_mps3_range,target_confirmed_rate_pct_mean,target_confirmed_rate_pct_std,target_confirmed_rate_pct_min,target_confirmed_rate_pct_max,target_confirmed_rate_pct_range,radar_target_hazard_match_rate_pct_mean,radar_target_hazard_match_rate_pct_std,radar_target_hazard_match_rate_pct_min,radar_target_hazard_match_rate_pct_max,radar_target_hazard_match_rate_pct_range
ccrb_80_gap_40,CCRb,5,5,0,0,5,False,2.8,0.0,2.8,2.8,0.0,31.247,0.0010954451150103738,31.246,31.249,0.0030000000000001137,6.3188,0.004791659420284464,6.314,6.328,0.014000000000000234,11.072,0.0,11.072,11.072,0.0,148.1664,5.713176825549863,141.414,158.41,16.99600000000001,94.38,0.019999999999998862,94.34,94.39,0.04999999999999716,100.0,0.0,100.0,100.0,0.0
ccrb_80_gap_50,CCRb,5,5,0,0,5,False,3.15,0.0,3.15,3.15,0.0,35.3736,0.014772948250094575,35.365,35.403,0.0379999999999967,8.238,0.014071247279470367,8.229,8.266,0.03700000000000081,11.077,0.0,11.077,11.077,0.0,203.6424,3.5953257209882965,200.966,210.74,9.774000000000001,94.74,0.0,94.74,94.74,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_80_gap_60,CCRb,5,5,0,0,5,False,3.6,0.0,3.6,3.6,0.0,35.8488,0.014620533505997636,35.84,35.878,0.0379999999999967,8.1042,0.014945233353815446,8.095,8.134,0.0389999999999997,11.6186,0.24816091553667358,11.334,11.97,0.636000000000001,232.2172,4.961444725077567,226.534,239.244,12.710000000000008,56.91,0.0,56.91,56.91,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_80_gap_80,CCRb,5,5,0,0,5,False,4.5,0.0,4.5,4.5,0.0,35.8498,0.016726027621645077,35.839,35.883,0.044000000000004036,8.049,0.01228006514640708,8.041,8.073,0.03200000000000003,12.043800000000001,0.06029726361950452,11.976,12.117,0.14100000000000001,239.2252,1.7743598733064272,237.518,242.178,4.659999999999997,45.39,0.0,45.39,45.39,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_95_gap_20,CCRb,5,0,5,5,5,False,2.15,0.0,2.15,2.15,0.0,18.2374,0.01806211504780056,18.222,18.267,0.04499999999999815,-0.0258,0.014274452704044384,-0.036,0.001,0.037,153.2372,0.06525151339241056,153.19,153.363,0.17300000000000182,2867.762,1.2898880571584443,2866.836,2870.252,3.4160000000001673,93.98,0.0,93.98,93.98,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_95_gap_30,CCRb,5,5,0,0,5,False,2.4,0.0,2.4,2.4,0.0,26.0854,0.0004898979485554939,26.085,26.086,0.0009999999999976694,1.4612,0.00597996655509044,1.45,1.468,0.018000000000000016,11.966000000000001,0.045699015306678165,11.896,12.037,0.14100000000000001,237.6136,1.274901345202842,235.832,239.502,3.670000000000016,94.23,0.0,94.23,94.23,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_95_gap_40,CCRb,5,5,0,0,5,False,2.65,0.0,2.65,2.65,0.0,33.1938,0.005418486873658007,33.183,33.197,0.014000000000002899,3.6106,0.03286091903766544,3.546,3.637,0.09100000000000019,11.661,0.054852529567924135,11.56,11.717,0.15700000000000003,232.4984,1.5829245844322408,230.006,234.178,4.171999999999997,94.55,0.0,94.55,94.55,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_95_gap_50,CCRb,5,5,0,0,5,False,2.85,0.0,2.85,2.85,0.0,40.29,0.0006324555320322019,40.289,40.291,0.001999999999995339,7.7364,0.0030066592756745575,7.732,7.74,0.008000000000000007,11.567,0.0,11.567,11.567,0.0,139.2948,2.3975999999999997,138.096,144.09,5.994,94.74,0.0,94.74,94.74,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_95_gap_60,CCRb,5,5,0,0,5,False,3.15,0.0,3.15,3.15,0.0,44.903,0.018033302526161154,44.867,44.914,0.04700000000000415,9.2784,0.03121922484623887,9.216,9.295,0.07900000000000063,11.574,0.0,11.574,11.574,0.0,197.5808,7.1590627989982005,188.99,208.688,19.69799999999998,95.04,0.0,95.04,95.04,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_95_gap_80,CCRb,5,5,0,0,5,False,3.8,0.0,3.8,3.8,0.0,49.3962,0.014441606558827686,49.388,49.425,0.036999999999999034,11.741,0.014014278433083921,11.733,11.769,0.03599999999999959,12.6566,0.010011992808626573,12.64,12.665,0.02499999999999858,251.0284,0.3283154580582482,250.544,251.314,0.7699999999999818,50.0,0.0,50.0,50.0,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_100_70_gap_20,CCRm,5,5,0,0,5,False,0.15,0.0,0.15,0.15,0.0,18.964,0.0,18.964,18.964,0.0,14.948,0.0,14.948,14.948,0.0,9.145,0.0,9.145,9.145,0.0,88.4764,0.004800000000000182,88.474,88.486,0.012000000000000455,31.43,0.0,31.43,31.43,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_100_70_gap_30,CCRm,5,5,0,0,5,False,0.85,0.0,0.85,0.85,0.0,23.144199999999998,0.016400000000000147,23.136,23.177,0.04100000000000037,18.5634,0.016800000000000637,18.555,18.597,0.04200000000000159,10.6634,0.0017435595774159959,10.66,10.665,0.004999999999999005,135.2516,0.3327999999999975,134.586,135.418,0.8319999999999936,33.55,0.0,33.55,33.55,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_100_70_gap_40,CCRm,5,5,0,0,5,False,2.05,0.0,2.05,2.05,0.0,23.142,0.0010954451150103738,23.141,23.144,0.0030000000000001137,18.6742,0.0009797958971131634,18.673,18.676,0.0030000000000001137,11.7372,0.0003999999999997783,11.737,11.738,0.0009999999999994458,135.418,0.0,135.418,135.418,0.0,40.34,0.0,40.34,40.34,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_100_70_gap_50,CCRm,5,5,0,0,5,False,3.15,0.0,3.15,3.15,0.0,23.8828,0.002638181191655007,23.881,23.888,0.0070000000000014495,18.97,0.0016733200530676484,18.968,18.973,0.004999999999999005,11.726,0.0,11.726,11.726,0.0,142.0404,13.244799999999998,135.418,168.53,33.111999999999995,47.0,0.0,47.0,47.0,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_100_70_gap_60,CCRm,5,5,0,0,5,False,4.45,0.0,4.45,4.45,0.0,22.9362,0.0015999999999993797,22.934,22.938,0.003999999999997783,17.9418,0.015740393895961123,17.927,17.962,0.03500000000000014,11.7328,0.0023151673805576214,11.73,11.735,0.004999999999999005,135.418,0.0,135.418,135.418,0.0,54.02,0.0,54.02,54.02,0.0,100.0,0.0,100.0,100.0,0.0
